FEDFUNDS,Owner-Occupied-Home-Proportion,30-Year-Mortgage-Rate,Consumer-Price-Index,Year,Month,Quarter,Region,Home Size,Average Sales Price,Number of Households (Thousands),Median Income - Current Dollars,Median Income - 2022 Dollars,Mean Income - Current Dollars,Mean Income - 2022 Dollars,Year-Quarter-Month
1.7,64.5,4.586,250.792,2018,May,Q2,West,Double,108900.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-May
1.7,64.5,4.586,250.792,2018,May,Q2,West,Single ,60300.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-May
1.7,64.5,4.586,250.792,2018,May,Q2,West,Total1,104000.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-May
1.82,64.5,4.57,251.018,2018,June,Q2,Midwest,Double,99700.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,Midwest,Single ,52700.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,Midwest,Total1,77400.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,Northeast,Double,97500.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,Northeast,Single ,52900.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,Northeast,Total1,82400.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,South,Double,97100.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,South,Single ,55100.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,South,Total1,83200.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,United States,Double,101300.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,United States,Single ,54900.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,United States,Total1,85400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,West,Double,122900.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,West,Single ,57600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-June
1.82,64.5,4.57,251.018,2018,June,Q2,West,Total1,105000.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q2-June
1.91,64.4,4.5275,251.214,2018,July,Q3,Midwest,Double,104500.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,Midwest,Single ,57300.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,Midwest,Total1,79600.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,Northeast,Double,100600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,Northeast,Single ,33900.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,Northeast,Total1,73600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,South,Double,94000.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,South,Single ,51300.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,South,Total1,74900.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,United States,Double,99300.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,United States,Single ,52000.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,United States,Total1,78900.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,West,Double,118200.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,West,Single ,59300.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-July
1.91,64.4,4.5275,251.214,2018,July,Q3,West,Total1,102800.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-July
1.91,64.4,4.55,251.663,2018,August,Q3,Midwest,Double,97800.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,Midwest,Single ,54500.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,Midwest,Total1,73600.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,Northeast,Double,113000.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,Northeast,Single ,58400.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,Northeast,Total1,82900.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,South,Double,98100.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,South,Single ,54500.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,South,Total1,79800.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,United States,Double,100900.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,United States,Single ,55100.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,United States,Total1,81500.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,West,Double,110300.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,West,Single ,57600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-August
1.91,64.4,4.55,251.663,2018,August,Q3,West,Total1,97400.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-August
1.95,64.4,4.6275,252.182,2018,September,Q3,Midwest,Double,105500.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,Midwest,Single ,58300.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,Midwest,Total1,76700.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,Northeast,Double,97300.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,Northeast,Single ,57600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,Northeast,Total1,78800.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,South,Double,104500.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,South,Single ,51900.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,South,Total1,81600.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,United States,Double,105400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,United States,Single ,54400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,United States,Total1,83600.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,West,Double,111600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,West,Single ,62000.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-September
1.95,64.4,4.6275,252.182,2018,September,Q3,West,Total1,102600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q3-September
2.19,64.6,4.83,252.772,2018,October,Q4,Midwest,Double,94300.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,Midwest,Single ,56700.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,Midwest,Total1,73100.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,Northeast,Double,96200.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,Northeast,Single ,59300.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,Northeast,Total1,81600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,South,Double,105900.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,South,Single ,53500.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,South,Total1,79800.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,United States,Double,106000.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,United States,Single ,54500.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,United States,Total1,82400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,West,Double,116500.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,West,Single ,57300.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-October
2.19,64.6,4.83,252.772,2018,October,Q4,West,Total1,105100.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-October
2.2,64.6,4.866,252.594,2018,November,Q4,Midwest,Double,101900.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,Midwest,Single ,56200.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,Midwest,Total1,74100.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,Northeast,Double,104700.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,Northeast,Single ,52300.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,Northeast,Total1,81400.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,South,Double,97800.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,South,Single ,54600.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,South,Total1,77100.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,United States,Double,100500.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,United States,Single ,55400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,United States,Total1,79900.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,West,Double,107800.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,West,Single ,62600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-November
2.2,64.6,4.866,252.594,2018,November,Q4,West,Total1,99300.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-November
2.27,64.6,4.6375,252.767,2018,December,Q4,Midwest,Double,96400.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,Midwest,Single ,53800.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,Midwest,Total1,74300.0,27690.0,64070.0,74050.0,87040.0,100600.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,Northeast,Double,93600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,Northeast,Single ,57500.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,Northeast,Total1,79600.0,22050.0,70110.0,81040.0,102200.0,118100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,South,Double,104900.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,South,Single ,51500.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,South,Total1,80100.0,49740.0,57300.0,66230.0,81960.0,94740.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,United States,Double,106000.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,United States,Single ,52100.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,United States,Total1,82400.0,128600.0,63180.0,73030.0,90020.0,104100.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,West,Double,120400.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,West,Single ,51600.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-December
2.27,64.6,4.6375,252.767,2018,December,Q4,West,Total1,101400.0,29100.0,69520.0,80360.0,97400.0,112600.0,2018-Q4-December
2.4,64.2,4.464,252.561,2019,January,Q1,Midwest,Double,98000.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,Midwest,Single ,54200.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,Midwest,Total1,68000.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,Northeast,Double,109000.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,Northeast,Single ,60100.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,Northeast,Total1,86600.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,South,Double,101700.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,South,Single ,51400.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,South,Total1,81100.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,United States,Double,103400.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,United States,Single ,53400.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,United States,Total1,81800.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,West,Double,110400.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,West,Single ,59000.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-January
2.4,64.2,4.464,252.561,2019,January,Q1,West,Total1,95800.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-January
2.4,64.2,4.37,253.319,2019,February,Q1,Midwest,Double,97200.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,Midwest,Single ,56000.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,Midwest,Total1,72500.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,Northeast,Double,97500.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,Northeast,Single ,52300.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,Northeast,Total1,74100.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,South,Double,106600.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,South,Single ,52600.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,South,Total1,84800.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,United States,Double,107600.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,United States,Single ,52600.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,United States,Total1,85000.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,West,Double,119400.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,West,Single ,43500.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-February
2.4,64.2,4.37,253.319,2019,February,Q1,West,Total1,103100.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-February
2.41,64.2,4.265,254.277,2019,March,Q1,Midwest,Double,96300.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,Midwest,Single ,49900.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,Midwest,Total1,71300.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,Northeast,Double,98400.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,Northeast,Single ,48000.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,Northeast,Total1,74500.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,South,Double,101600.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,South,Single ,50900.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,South,Total1,77800.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,United States,Double,102100.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,United States,Single ,50400.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,United States,Total1,78900.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,West,Double,108500.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,West,Single ,49100.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-March
2.41,64.2,4.265,254.277,2019,March,Q1,West,Total1,92900.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q1-March
2.42,64.3,4.1425,255.233,2019,April,Q2,Midwest,Double,91900.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,Midwest,Single ,56700.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,Midwest,Total1,70800.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,Northeast,Double,109000.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,Northeast,Single ,59300.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,Northeast,Total1,82000.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,South,Double,99300.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,South,Single ,54000.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,South,Total1,77100.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,United States,Double,100700.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,United States,Single ,55700.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,United States,Total1,78900.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,West,Double,109100.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,West,Single ,63600.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-April
2.42,64.3,4.1425,255.233,2019,April,Q2,West,Total1,95400.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-April
2.38,64.3,3.8025,255.213,2019,June,Q2,Midwest,Double,97100.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,Midwest,Single ,52700.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,Midwest,Total1,72600.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,Northeast,Double,109100.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,Northeast,Single ,57800.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,Northeast,Total1,84800.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,South,Double,100500.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,South,Single ,53200.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,South,Total1,83400.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,United States,Double,103800.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,United States,Single ,52800.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,United States,Total1,84400.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,West,Double,118800.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,West,Single ,47000.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-June
2.38,64.3,3.8025,255.213,2019,June,Q2,West,Total1,100600.0,29180.0,75770.0,86300.0,106000.0,120800.0,2019-Q2-June
2.4,64.7,3.765,255.802,2019,July,Q3,Midwest,Double,105700.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,Midwest,Single ,53900.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,Midwest,Total1,74400.0,27760.0,68350.0,77860.0,94010.0,107100.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,Northeast,Double,129500.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,Northeast,Single ,51600.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,Northeast,Total1,88000.0,22030.0,76220.0,86820.0,109900.0,125200.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,South,Double,100300.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,South,Single ,54900.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,South,Total1,78100.0,49490.0,61880.0,70490.0,90420.0,103000.0,2019-Q3-July
2.4,64.7,3.765,255.802,2019,July,Q3,United States,Double,106500.0,128500.0,68700.0,78250.0,98090.0,111700.0,2019-Q3-July
